"","des","id","type","tfs","tfs_zulu","x","sv_id","start_speed","end_speed","sz_top","sz_bot","pfx_x","pfx_z","px","pz","x0","y0","z0","vx0","vy0","vz0","ax","ay","az","break_y","break_angle","break_length","pitch_type","type_confidence","zone","nasty","spin_dir","spin_rate","cc","mt","url","inning_side.x","inning","next_.x","num","on_1b","on_2b","on_3b","count","remove","away","home","event_num.x","play_guid.x","code","pitcher","batter","b","s","o","start_tfs","start_tfs_zulu","stand","b_height","p_throws","atbat_des","event","score","home_team_runs","away_team_runs","event2","event3","batter_name","pitcher_name","event4","end_tfs_zulu","team_name","tmax","tmin","tdmean","tmean","heat_index","rh","y","m","d"
"1524","Called Strike",348,"S","204127","2016-07-10T20:41:27Z",142.96,"160710_154704",87.2,82,3.23,1.49,4.86,11.41,-0.681,2.813,1.439,50,5.953,-7.008,-127.525,-5.478,8.211,19.689,-12.803,23.9,-27.7,3.7,"FF",0.884,1,51,157.03,2393.537,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",5,"Y",44,435064,NA,NA,"1-0","","min","tex","348","79c6a527-6b6d-4ecf-923c-d9544f83367f","C",543548,425783,1,1,1,"204103","2016-07-10T20:41:03Z","L","5-11","L","Shin-Soo Choo singles on a ground ball to right fielder Max Kepler.   Bobby Wilson to 2nd.  ","Single",NA,"2","6",NA,NA,"Shin-Soo Choo","Tommy Milone",NA,"2016-07-10T20:42:20Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1525","In play, no out",349,"X","204148","2016-07-10T20:41:48Z",120.24,"160710_154726",87.5,80.4,3.23,1.49,5.27,13.19,-0.085,2.722,1.615,50,5.878,-6.023,-128.04,-5.944,8.728,26.892,-10.25,23.8,-33.1,3.4,"FF",0.918,2,29,158.294,2673.755,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",5,"Y",44,435064,NA,NA,"1-1","","min","tex","349","3749d564-07db-4e39-90ce-90befc006b14","D",543548,425783,1,1,1,"204103","2016-07-10T20:41:03Z","L","5-11","L","Shin-Soo Choo singles on a ground ball to right fielder Max Kepler.   Bobby Wilson to 2nd.  ","Single",NA,"2","6",NA,NA,"Shin-Soo Choo","Tommy Milone",NA,"2016-07-10T20:42:20Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1526","Foul",354,"S","204235","2016-07-10T20:42:35Z",124.74,"160710_154816",87.9,81.5,3.5,1.53,4.53,12.87,-0.203,2.504,1.498,50,5.909,-5.835,-128.546,-6.638,7.653,24.392,-10.371,23.8,-29.5,3.2,"FF",0.916,5,42,160.66,2607.892,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",5,"Y",45,425783,435064,NA,"0-0","","min","tex","354","c281ba5e-0126-4860-8195-ab2b345468f4","F",543548,435622,1,2,3,"204232","2016-07-10T20:42:32Z","R","6-3","L","Ian Desmond grounds into a double play, third baseman Miguel Sano to first baseman Kennys Vargas.   Bobby Wilson out at 3rd.  ","Grounded Into DP",NA,"2","6",NA,NA,"Ian Desmond","Tommy Milone",NA,"2016-07-10T20:44:09Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1527","Ball",355,"B","204314","2016-07-10T20:43:14Z",193.24,"160710_154840",87.3,81.4,3.56,1.53,3.96,11.56,-2,3.468,1.285,50,5.97,-9.64,-127.653,-3.838,6.64,22.391,-12.722,23.9,-20.4,3.4,"FF",0.907,11,35,161.154,2335.98,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",5,"Y",45,425783,435064,NA,"0-1","","min","tex","355","ab5bd6f2-0662-47a5-aaf1-a381d700a40b","B",543548,435622,1,2,3,"204232","2016-07-10T20:42:32Z","R","6-3","L","Ian Desmond grounds into a double play, third baseman Miguel Sano to first baseman Kennys Vargas.   Bobby Wilson out at 3rd.  ","Grounded Into DP",NA,"2","6",NA,NA,"Ian Desmond","Tommy Milone",NA,"2016-07-10T20:44:09Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1528","Foul",356,"S","204318","2016-07-10T20:43:18Z",134.99,"160710_154901",86.9,80.8,3.5,1.53,3.28,10.63,-0.472,3.321,1.596,50,5.974,-6.295,-127.234,-3.829,5.433,23.28,-14.468,23.8,-15.9,3.8,"FF",0.904,1,49,162.943,2111.829,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",5,"Y",45,425783,435064,NA,"1-1","","min","tex","356","4bec9929-8756-49d7-ba90-d35636b882e6","F",543548,435622,1,2,3,"204232","2016-07-10T20:42:32Z","R","6-3","L","Ian Desmond grounds into a double play, third baseman Miguel Sano to first baseman Kennys Vargas.   Bobby Wilson out at 3rd.  ","Grounded Into DP",NA,"2","6",NA,NA,"Ian Desmond","Tommy Milone",NA,"2016-07-10T20:44:09Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1529","In play, out(s)",357,"X","204355","2016-07-10T20:43:55Z",167.09,"160710_154932",87,82.4,3.5,1.53,2.79,8.88,-1.314,2.642,1.442,50,5.922,-7.943,-127.243,-4.993,4.72,18.201,-17.076,24,-11.6,4.3,"FF",0.864,11,21,162.641,1803.584,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",5,"Y",45,425783,435064,NA,"1-2","","min","tex","357","17776db7-10e5-42e8-81cc-aac7466bdf38","X",543548,435622,1,2,3,"204232","2016-07-10T20:42:32Z","R","6-3","L","Ian Desmond grounds into a double play, third baseman Miguel Sano to first baseman Kennys Vargas.   Bobby Wilson out at 3rd.  ","Grounded Into DP",NA,"2","6",NA,NA,"Ian Desmond","Tommy Milone",NA,"2016-07-10T20:44:09Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1530","Called Strike",400,"S","205700","2016-07-10T20:57:00Z",108,"160710_160239",79.7,73.6,3.59,1.61,8.91,8.66,0.236,1.648,2.168,50,5.941,-7.111,-116.589,-5.496,12.264,21.992,-20.18,23.8,-27.5,7,"CH",0.895,8,63,134.363,2134.576,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",50,NA,NA,NA,"0-0","","min","tex","400","f32d89e5-4642-4c9e-8771-e5a4d44cc7ba","C",543548,134181,4,2,0,"205658","2016-07-10T20:56:58Z","R","5-11","L","Adrian Beltre walks.  ","Walk",NA,"2","6",NA,NA,"Adrian Beltre","Tommy Milone",NA,"2016-07-10T20:58:46Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1531","Ball",401,"B","205710","2016-07-10T20:57:10Z",52.35,"160710_160253",86.1,79.5,3.66,1.71,3.17,12.54,1.696,2.666,1.959,50,6.008,-1.683,-126.056,-5.957,5.128,24.619,-11.839,23.8,-20.3,3.5,"FF",0.914,14,21,165.848,2413.629,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",50,NA,NA,NA,"0-1","","min","tex","401","3e82bbf0-0fc6-4fe1-95f1-4501110df211","B",543548,134181,4,2,0,"205658","2016-07-10T20:56:58Z","R","5-11","L","Adrian Beltre walks.  ","Walk",NA,"2","6",NA,NA,"Adrian Beltre","Tommy Milone",NA,"2016-07-10T20:58:46Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1532","Ball",402,"B","205732","2016-07-10T20:57:32Z",160.03,"160710_160306",85.3,79.4,3.7,1.83,2.84,9.69,-1.129,2.615,1.7,50,5.954,-7.917,-124.78,-4.897,4.532,22.603,-16.661,23.9,-10.2,4.5,"FF",0.879,13,50,163.716,1879.046,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",50,NA,NA,NA,"1-1","","min","tex","402","bb37270d-0693-42c4-b153-3b8a3102daaa","B",543548,134181,4,2,0,"205658","2016-07-10T20:56:58Z","R","5-11","L","Adrian Beltre walks.  ","Walk",NA,"2","6",NA,NA,"Adrian Beltre","Tommy Milone",NA,"2016-07-10T20:58:46Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1533","Foul",403,"S","205738","2016-07-10T20:57:38Z",123.06,"160710_160322",85.9,79.7,3.55,1.61,2.21,10.15,-0.159,3.116,1.777,50,6.095,-5.54,-125.815,-4.274,3.566,23.669,-15.701,23.8,-8.8,4.2,"FF",0.892,2,34,167.787,1943.512,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",50,NA,NA,NA,"2-1","","min","tex","403","1d3135c6-f761-4935-bb36-7b763f5a9f82","F",543548,134181,4,2,0,"205658","2016-07-10T20:56:58Z","R","5-11","L","Adrian Beltre walks.  ","Walk",NA,"2","6",NA,NA,"Adrian Beltre","Tommy Milone",NA,"2016-07-10T20:58:46Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1534","Ball",404,"B","205807","2016-07-10T20:58:07Z",161.25,"160710_160351",80.5,75.4,3.69,1.74,6.39,10.71,-1.161,0.387,1.724,50,5.737,-8.673,-117.452,-8.859,9.053,19.13,-16.912,23.9,-23,5.7,"CH",0.845,13,44,149.326,2191.887,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",50,NA,NA,NA,"2-2","","min","tex","404","3d72dbe1-2b4b-4a9c-b6b7-a49a6071e5d0","B",543548,134181,4,2,0,"205658","2016-07-10T20:56:58Z","R","5-11","L","Adrian Beltre walks.  ","Walk",NA,"2","6",NA,NA,"Adrian Beltre","Tommy Milone",NA,"2016-07-10T20:58:46Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1535","Ball",405,"B","205831","2016-07-10T20:58:31Z",198.23,"160710_160412",86.4,79.9,3.55,1.61,2.97,11.42,-2.131,1.186,1.558,50,5.775,-10.148,-125.991,-8.678,4.79,24.906,-13.694,23.8,-10.7,3.9,"FF",0.903,13,27,165.47,2198.287,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",50,NA,NA,NA,"3-2","","min","tex","405","344bfc1d-cdf4-4da7-8fa7-85216502010b","B",543548,134181,4,2,0,"205658","2016-07-10T20:56:58Z","R","5-11","L","Adrian Beltre walks.  ","Walk",NA,"2","6",NA,NA,"Adrian Beltre","Tommy Milone",NA,"2016-07-10T20:58:46Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1536","In play, out(s)",413,"X","210147","2016-07-10T21:01:47Z",136.36,"160710_160723",91,84.6,3.66,1.62,9.39,5.32,-0.508,1.981,1.965,50,5.416,-9.749,-133.056,-4.804,17.014,25.8,-22.473,23.8,-33,6.2,"FF",0.78,7,63,119.691,2135.497,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",51,134181,NA,NA,"0-0","","min","tex","413","1b84cefa-b6b9-4f4f-93b9-15b83c3c01be","X",573124,607387,0,0,2,"210145","2016-07-10T21:01:45Z","R","6-2","L","Ryan Rua grounds into a double play, shortstop Eduardo Escobar to second baseman Brian Dozier to first baseman Kennys Vargas.   Adrian Beltre out at 2nd.  ","Grounded Into DP",NA,"2","6",NA,NA,"Ryan Rua","Taylor Rogers",NA,"2016-07-10T21:02:02Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1537","Ball",418,"B","210235","2016-07-10T21:02:35Z",216.33,"160710_160800",92.1,85.5,3.29,1.61,12.53,5.77,-2.606,1.22,1.594,50,5.38,-15.496,-133.945,-7.013,23.044,25.667,-21.496,23.8,-41.5,6.7,"FT",0.923,13,46,114.862,2750.875,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",52,NA,NA,NA,"0-0","","min","tex","418","91f5c34a-a39f-4ef5-b8c5-0bc0ba1f75c9","B",573124,425902,2,0,3,"210212","2016-07-10T21:02:12Z","L","5-11","L","Prince Fielder grounds out, first baseman Kennys Vargas to pitcher Taylor Rogers.  ","Groundout",NA,"2","6",NA,NA,"Prince Fielder","Taylor Rogers",NA,"2016-07-10T21:02:54Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1538","Ball",419,"B","210238","2016-07-10T21:02:38Z",176.16,"160710_160814",90.8,85.3,3.29,1.61,7.82,5.51,-1.552,2.935,1.886,50,5.503,-11.797,-132.669,-2.627,14.283,21.906,-22.045,23.9,-28.9,5.7,"FF",0.928,11,30,125.344,1914.782,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",52,NA,NA,NA,"1-0","","min","tex","419","8c334e08-9cfd-4f34-b644-6f2f4ae3097d","B",573124,425902,2,0,3,"210212","2016-07-10T21:02:12Z","L","5-11","L","Prince Fielder grounds out, first baseman Kennys Vargas to pitcher Taylor Rogers.  ","Groundout",NA,"2","6",NA,NA,"Prince Fielder","Taylor Rogers",NA,"2016-07-10T21:02:54Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1539","In play, out(s)",420,"X","210250","2016-07-10T21:02:50Z",130.57,"160710_160829",91.8,85.9,3.36,1.61,10.66,5.25,-0.356,2.118,1.929,50,5.488,-9.816,-134.267,-4.823,19.834,23.907,-22.326,23.9,-38.1,6.4,"FT",0.915,7,44,116.406,2392.738,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",6,"Y",52,NA,NA,NA,"2-0","","min","tex","420","a05ac8c9-8c70-41a4-8ffa-5c63d4a7810c","X",573124,425902,2,0,3,"210212","2016-07-10T21:02:12Z","L","5-11","L","Prince Fielder grounds out, first baseman Kennys Vargas to pitcher Taylor Rogers.  ","Groundout",NA,"2","6",NA,NA,"Prince Fielder","Taylor Rogers",NA,"2016-07-10T21:02:54Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1540","Foul",519,"S","213152","2016-07-10T21:31:52Z",103.58,"160710_163714",91.6,84.9,3.28,1.55,12.62,6.66,0.352,2.243,2.001,50,5.477,-8.734,-133.938,-4.837,23.125,26.505,-19.888,23.8,-45.9,6.6,"FF",0.601,6,51,117.982,2836.411,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",63,NA,NA,NA,"0-0","","min","tex","519","ede48e25-8168-424f-873f-07d022482e7d","F",573124,595777,0,1,0,"213139","2016-07-10T21:31:39Z","R","6-0","L","Jurickson Profar singles on a line drive to left fielder Robbie Grossman.  ","Single",NA,"2","13",NA,NA,"Jurickson Profar","Taylor Rogers",NA,"2016-07-10T21:32:30Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1541","In play, no out",520,"X","213214","2016-07-10T21:32:14Z",117.88,"160710_163737",76.1,71.3,3.28,1.55,-8.25,-0.91,-0.023,1.874,2.24,50,5.57,-2.632,-111.636,-0.644,-10.471,18.916,-33.252,23.9,18,11.2,"CU",0.911,8,20,275.878,1367.967,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",63,NA,NA,NA,"0-1","","min","tex","520","9b54be7f-e8d6-4081-805e-fbec9337e1ab","D",573124,595777,0,1,0,"213139","2016-07-10T21:31:39Z","R","6-0","L","Jurickson Profar singles on a line drive to left fielder Robbie Grossman.  ","Single",NA,"2","13",NA,NA,"Jurickson Profar","Taylor Rogers",NA,"2016-07-10T21:32:30Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1542","Called Strike",524,"S","213234","2016-07-10T21:32:34Z",118.3,"160710_163813",75,70.9,3.25,1.34,-7.53,-4.68,-0.034,2.336,2.264,50,5.681,-2.88,-109.92,1.36,-9.379,16.091,-37.932,24,14.4,12.6,"CU",0.907,5,58,301.547,1452.559,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",64,595777,NA,NA,"0-0","","min","tex","524","e97abe3f-6014-4e3d-a252-a5777bf8b7b7","C",573124,596059,1,3,1,"213231","2016-07-10T21:32:31Z","L","5-11","L","Rougned Odor strikes out swinging.  ","Strikeout",NA,"2","13",NA,NA,"Rougned Odor","Taylor Rogers",NA,"2016-07-10T21:33:39Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1543","Ball",525,"B","213245","2016-07-10T21:32:45Z",170.52,"160710_163831",91.4,85.9,3.22,1.34,11.58,5.99,-1.404,2.221,1.883,50,5.451,-12.776,-133.387,-4.653,21.423,21.425,-21.02,23.9,-41.8,6.4,"FT",0.909,13,21,117.505,2626.974,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",64,595777,NA,NA,"0-1","","min","tex","525","0f51f678-c5b0-4823-bb04-d1fad5399d46","B",573124,596059,1,3,1,"213231","2016-07-10T21:32:31Z","L","5-11","L","Rougned Odor strikes out swinging.  ","Strikeout",NA,"2","13",NA,NA,"Rougned Odor","Taylor Rogers",NA,"2016-07-10T21:33:39Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1544","Foul",526,"S","213306","2016-07-10T21:33:06Z",125.54,"160710_163848",90.8,85,3.1,1.34,8.84,5.8,-0.224,3.097,1.995,50,5.482,-8.917,-132.9,-2.243,16.12,23.181,-21.515,23.9,-33.7,5.8,"FF",0.928,2,45,123.475,2109.62,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",64,595777,NA,NA,"1-1","","min","tex","526","615a0009-1f00-43db-bf03-0153cc76df63","F",573124,596059,1,3,1,"213231","2016-07-10T21:32:31Z","L","5-11","L","Rougned Odor strikes out swinging.  ","Strikeout",NA,"2","13",NA,NA,"Rougned Odor","Taylor Rogers",NA,"2016-07-10T21:33:39Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1545","Swinging Strike (Blocked)",527,"S","213331","2016-07-10T21:33:31Z",187.02,"160710_163912",76.9,73.1,3.1,1.34,-8.11,-3.32,-1.837,0.929,2.044,50,5.446,-6.325,-112.575,-1.979,-10.6,16.903,-36.437,24,17.1,11.8,"CU",0.904,13,27,291.909,1472.383,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",64,595777,NA,NA,"1-2","","min","tex","527","77608c49-b01e-497d-b3e3-bd09d1d41691","W",573124,596059,1,3,1,"213231","2016-07-10T21:32:31Z","L","5-11","L","Rougned Odor strikes out swinging.  ","Strikeout",NA,"2","13",NA,NA,"Rougned Odor","Taylor Rogers",NA,"2016-07-10T21:33:39Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1546","Ball",533,"B","213414","2016-07-10T21:34:14Z",155.38,"160710_163946",91.9,85.7,3.51,1.61,13.25,7.46,-1.007,0.869,1.861,50,5.286,-12.232,-133.994,-8.32,24.462,24.664,-18.326,23.9,-48.4,6.5,"FT",0.853,13,57,119.515,3043.501,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",65,595777,NA,NA,"0-0","","min","tex","533","071edc6c-cae5-416a-b983-25243af84726","B",573124,608577,3,1,2,"213412","2016-07-10T21:34:12Z","L","6-4","L","Nomar Mazara grounds into a force out, shortstop Eduardo Escobar to second baseman Brian Dozier.   Jurickson Profar out at 2nd.    Nomar Mazara to 1st.  ","Forceout",NA,"2","13",NA,NA,"Nomar Mazara","Taylor Rogers",NA,"2016-07-10T21:35:55Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1547","Ball",534,"B","213418","2016-07-10T21:34:18Z",169.75,"160710_164001",91.5,85.2,3.48,1.61,10.32,8.04,-1.384,2.115,1.842,50,5.437,-12.125,-133.501,-5.543,18.919,24.383,-17.361,23.9,-42.4,5.5,"FF",0.928,13,29,128.061,2611.191,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",65,595777,NA,NA,"1-0","","min","tex","534","086b119a-92ba-497c-a72f-b70211838ffb","B",573124,608577,3,1,2,"213412","2016-07-10T21:34:12Z","L","6-4","L","Nomar Mazara grounds into a force out, shortstop Eduardo Escobar to second baseman Brian Dozier.   Jurickson Profar out at 2nd.    Nomar Mazara to 1st.  ","Forceout",NA,"2","13",NA,NA,"Nomar Mazara","Taylor Rogers",NA,"2016-07-10T21:35:55Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1548","Ball",535,"B","213433","2016-07-10T21:34:33Z",193.73,"160710_164017",91.6,86,3.47,1.61,13.17,6.04,-2.013,1.207,1.795,50,5.314,-14.705,-133.372,-6.99,24.333,21.818,-20.952,23.9,-45,6.8,"FT",0.92,13,43,114.759,2914.797,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",65,595777,NA,NA,"2-0","","min","tex","535","9dedfbcc-627d-4d30-a591-3a74cb0cec7a","B",573124,608577,3,1,2,"213412","2016-07-10T21:34:12Z","L","6-4","L","Nomar Mazara grounds into a force out, shortstop Eduardo Escobar to second baseman Brian Dozier.   Jurickson Profar out at 2nd.    Nomar Mazara to 1st.  ","Forceout",NA,"2","13",NA,NA,"Nomar Mazara","Taylor Rogers",NA,"2016-07-10T21:35:55Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1549","Called Strike",536,"S","213449","2016-07-10T21:34:49Z",127.02,"160710_164033",91,84.8,3.41,1.61,12.22,6.55,-0.263,2.69,1.957,50,5.419,-10.073,-132.979,-3.395,22.233,24.232,-20.177,23.9,-44.5,6.5,"FF",0.879,4,33,118.352,2756.19,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",65,595777,NA,NA,"3-0","","min","tex","536","bca3b3f6-076a-49f1-8062-e727cc326296","C",573124,608577,3,1,2,"213412","2016-07-10T21:34:12Z","L","6-4","L","Nomar Mazara grounds into a force out, shortstop Eduardo Escobar to second baseman Brian Dozier.   Jurickson Profar out at 2nd.    Nomar Mazara to 1st.  ","Forceout",NA,"2","13",NA,NA,"Nomar Mazara","Taylor Rogers",NA,"2016-07-10T21:35:55Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1550","Called Strike",537,"S","213505","2016-07-10T21:35:05Z",159.62,"160710_164048",90.7,85.1,3.45,1.58,10.3,6.54,-1.118,1.868,1.852,50,5.37,-11.38,-132.362,-5.403,18.694,22.096,-20.229,23.9,-38.7,6,"FF",0.926,13,59,122.578,2431.572,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",65,595777,NA,NA,"3-1","","min","tex","537","6d1db196-845c-47f5-ad79-5cdbb607941b","C",573124,608577,3,1,2,"213412","2016-07-10T21:34:12Z","L","6-4","L","Nomar Mazara grounds into a force out, shortstop Eduardo Escobar to second baseman Brian Dozier.   Jurickson Profar out at 2nd.    Nomar Mazara to 1st.  ","Forceout",NA,"2","13",NA,NA,"Nomar Mazara","Taylor Rogers",NA,"2016-07-10T21:35:55Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
"1551","In play, out(s)",538,"X","213528","2016-07-10T21:35:28Z",135.37,"160710_164106",91,84.1,3.41,1.61,14.24,5.5,-0.482,2.218,1.872,50,5.34,-11.064,-132.933,-3.992,25.631,27.008,-22.209,23.8,-45.6,7.4,"FT",0.909,4,47,111.246,3001.248,"","","http://gd2.mlb.com/components/game/mlb/year_2016/month_07/day_10/gid_2016_07_10_minmlb_texmlb_1/inning/inning_all.xml","bottom",7,"Y",65,595777,NA,NA,"3-2","","min","tex","538","abed569d-8ded-438c-9746-bf87dafa619b","X",573124,608577,3,1,2,"213412","2016-07-10T21:34:12Z","L","6-4","L","Nomar Mazara grounds into a force out, shortstop Eduardo Escobar to second baseman Brian Dozier.   Jurickson Profar out at 2nd.    Nomar Mazara to 1st.  ","Forceout",NA,"2","13",NA,NA,"Nomar Mazara","Taylor Rogers",NA,"2016-07-10T21:35:55Z","Texas Rangers",34.0589981079102,22.1000003814697,20.5769996643066,28.0794992446899,30.01,63.7859036282056,"2016","07","10"
